# emoji-zwj-sequences.txt
# Date: 2025-01-08, 04:57:12 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Emoji ZWJ Sequences for UTS #51
# Version: 17.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field :RGI_Emoji_ZWJ_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# For the purpose of regular expressions, the above type field defines the name of
# a binary property of strings. The short name of the property is the same as the long name.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# RGI_Emoji_ZWJ_Sequence: Family

1F468 200D 2764 FE0F 200D 1F468             ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: man, man                                    # E2.0   [1] (👨‍❤️‍👨)
1F9B8 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man superhero: medium-light skin tone                          # E11.0  [1] (🦸🏼‍♂️)
1F9B8 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman superhero: medium skin tone                              # E11.0  [1] (🦸🏽‍♀️)
1F9B8 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man superhero: medium skin tone                                # E11.0  [1] (🦸🏽‍♂️)
1F9B8 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman superhero: medium-dark skin tone                         # E11.0  [1] (🦸🏾‍♀️)
1F9B8 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man superhero: medium-dark skin tone                           # E11.0  [1] (🦸🏾‍♂️)
1F9B8 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman superhero: dark skin tone                                # E11.0  [1] (🦸🏿‍♀️)
1F9B8 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man superhero: dark skin tone                                  # E11.0  [1] (🦸🏿‍♂️)
1F9B9 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman supervillain                                             # E11.0  [1] (🦹‍♀️)
1F9B9 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man supervillain                                               # E11.0  [1] (🦹‍♂️)
1F9B9 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman supervillain: light skin tone                            # E11.0  [1] (🦹🏻‍♀️)
1F9B9 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man supervillain: light skin tone                              # E11.0  [1] (🦹🏻‍♂️)
1F9B9 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman supervillain: medium-light skin tone                     # E11.0  [1] (🦹🏼‍♀️)
1F9B9 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man supervillain: medium-light skin tone                       # E11.0  [1] (🦹🏼‍♂️)
1F9B9 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman supervillain: medium skin tone                           # E11.0  [1] (🦹🏽‍♀️)
1F9B9 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man supervillain: medium skin tone                             # E11.0  [1] (🦹🏽‍♂️)
1F9B9 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman supervillain: medium-dark skin tone                      # E11.0  [1] (🦹🏾‍♀️)
1F9B9 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man supervillain: medium-dark skin tone                        # E11.0  [1] (🦹🏾‍♂️)
1F9B9 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman supervillain: dark skin tone                             # E11.0  [1] (🦹🏿‍♀️)
1F9B9 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man supervillain: dark skin tone                               # E11.0  [1] (🦹🏿‍♂️)
1F9CD 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman standing                                                 # E12.0  [1] (🧍‍♀️)
1F9CD 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man standing                                                   # E12.0  [1] (🧍‍♂️)
1F9CD 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman standing: light skin tone                                # E12.0  [1] (🧍🏻‍♀️)
1F9CD 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man standing: light skin tone                                  # E12.0  [1] (🧍🏻‍♂️)
1F9CD 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman standing: medium-light skin tone                         # E12.0  [1] (🧍🏼‍♀️)
1F9CD 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man standing: medium-light skin tone                           # E12.0  [1] (🧍🏼‍♂️)
1F9CD 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman standing: medium skin tone                               # E12.0  [1] (🧍🏽‍♀️)
1F9CD 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man standing: medium skin tone                                 # E12.0  [1] (🧍🏽‍♂️)
1F9CD 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman standing: medium-dark skin tone                          # E12.0  [1] (🧍🏾‍♀️)
1F9CD 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man standing: medium-dark skin tone                            # E12.0  [1] (🧍🏾‍♂️)
1F9CD 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman standing: dark skin tone                                 # E12.0  [1] (🧍🏿‍♀️)
1F9CD 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man standing: dark skin tone                                   # E12.0  [1] (🧍🏿‍♂️)
1F9CE 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling                                                 # E12.0  [1] (🧎‍♀️)
1F9CE 200D 2640 FE0F 200D 27A1 FE0F         ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling facing right                                    # E15.1  [1] (🧎‍♀️‍➡️)
1F9CE 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man kneeling                                                   # E12.0  [1] (🧎‍♂️)
1F9CE 200D 2642 FE0F 200D 27A1 FE0F         ; RGI_Emoji_ZWJ_Sequence  ; man kneeling facing right                                      # E15.1  [1] (🧎‍♂️‍➡️)
1F9CE 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling: light skin tone                                # E12.0  [1] (🧎🏻‍♀️)
1F9CE 1F3FB 200D 2640 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling facing right: light skin tone                   # E15.1  [1] (🧎🏻‍♀️‍➡️)
1F9CE 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man kneeling: light skin tone                                  # E12.0  [1] (🧎🏻‍♂️)
1F9CE 1F3FB 200D 2642 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; man kneeling facing right: light skin tone                     # E15.1  [1] (🧎🏻‍♂️‍➡️)
1F9CE 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling: medium-light skin tone                         # E12.0  [1] (🧎🏼‍♀️)
1F9CE 1F3FC 200D 2640 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling facing right: medium-light skin tone            # E15.1  [1] (🧎🏼‍♀️‍➡️)
1F9CE 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man kneeling: medium-light skin tone                           # E12.0  [1] (🧎🏼‍♂️)
1F9CE 1F3FC 200D 2642 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; man kneeling facing right: medium-light skin tone              # E15.1  [1] (🧎🏼‍♂️‍➡️)
1F9CE 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling: medium skin tone                               # E12.0  [1] (🧎🏽‍♀️)
1F9CE 1F3FD 200D 2640 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling facing right: medium skin tone                  # E15.1  [1] (🧎🏽‍♀️‍➡️)
1F9CE 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man kneeling: medium skin tone                                 # E12.0  [1] (🧎🏽‍♂️)
1F9CE 1F3FD 200D 2642 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; man kneeling facing right: medium skin tone                    # E15.1  [1] (🧎🏽‍♂️‍➡️)
1F9CE 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling: medium-dark skin tone                          # E12.0  [1] (🧎🏾‍♀️)
1F9CE 1F3FE 200D 2640 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling facing right: medium-dark skin tone             # E15.1  [1] (🧎🏾‍♀️‍➡️)
1F9CE 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man kneeling: medium-dark skin tone                            # E12.0  [1] (🧎🏾‍♂️)
1F9CE 1F3FE 200D 2642 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; man kneeling facing right: medium-dark skin tone               # E15.1  [1] (🧎🏾‍♂️‍➡️)
1F9CE 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling: dark skin tone                                 # E12.0  [1] (🧎🏿‍♀️)
1F9CE 1F3FF 200D 2640 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; woman kneeling facing right: dark skin tone                    # E15.1  [1] (🧎🏿‍♀️‍➡️)
1F9CE 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man kneeling: dark skin tone                                   # E12.0  [1] (🧎🏿‍♂️)
1F9CE 1F3FF 200D 2642 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; man kneeling facing right: dark skin tone                      # E15.1  [1] (🧎🏿‍♂️‍➡️)
1F9CF 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; deaf woman                                                     # E12.0  [1] (🧏‍♀️)
1F9CF 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; deaf man                                                       # E12.0  [1] (🧏‍♂️)
1F9CF 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; deaf woman: light skin tone                                    # E12.0  [1] (🧏🏻‍♀️)
1F9CF 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; deaf man: light skin tone                                      # E12.0  [1] (🧏🏻‍♂️)
1F9CF 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; deaf woman: medium-light skin tone                             # E12.0  [1] (🧏🏼‍♀️)
1F9CF 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; deaf man: medium-light skin tone                               # E12.0  [1] (🧏🏼‍♂️)
1F9CF 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; deaf woman: medium skin tone                                   # E12.0  [1] (🧏🏽‍♀️)
1F9CF 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; deaf man: medium skin tone                                     # E12.0  [1] (🧏🏽‍♂️)
1F9CF 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; deaf woman: medium-dark skin tone                              # E12.0  [1] (🧏🏾‍♀️)
1F9CF 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; deaf man: medium-dark skin tone                                # E12.0  [1] (🧏🏾‍♂️)
1F9CF 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; deaf woman: dark skin tone                                     # E12.0  [1] (🧏🏿‍♀️)
1F9CF 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; deaf man: dark skin tone                                       # E12.0  [1] (🧏🏿‍♂️)
1F9D4 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman: beard                                                   # E13.1  [1] (🧔‍♀️)
1F9D4 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man: beard                                                     # E13.1  [1] (🧔‍♂️)
1F9D4 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman: light skin tone, beard                                  # E13.1  [1] (🧔🏻‍♀️)
1F9D4 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man: light skin tone, beard                                    # E13.1  [1] (🧔🏻‍♂️)
1F9D4 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-light skin tone, beard                           # E13.1  [1] (🧔🏼‍♀️)
1F9D4 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man: medium-light skin tone, beard                             # E13.1  [1] (🧔🏼‍♂️)
1F9D4 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman: medium skin tone, beard                                 # E13.1  [1] (🧔🏽‍♀️)
1F9D4 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man: medium skin tone, beard                                   # E13.1  [1] (🧔🏽‍♂️)
1F9D4 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-dark skin tone, beard                            # E13.1  [1] (🧔🏾‍♀️)
1F9D4 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man: medium-dark skin tone, beard                              # E13.1  [1] (🧔🏾‍♂️)
1F9D4 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman: dark skin tone, beard                                   # E13.1  [1] (🧔🏿‍♀️)
1F9D4 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man: dark skin tone, beard                                     # E13.1  [1] (🧔🏿‍♂️)
1F9D6 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman in steamy room                                           # E5.0   [1] (🧖‍♀️)
1F9D6 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man in steamy room                                             # E5.0   [1] (🧖‍♂️)
1F9D6 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman in steamy room: light skin tone                          # E5.0   [1] (🧖🏻‍♀️)
1F9D6 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man in steamy room: light skin tone                            # E5.0   [1] (🧖🏻‍♂️)
1F9D6 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman in steamy room: medium-light skin tone                   # E5.0   [1] (🧖🏼‍♀️)
1F9D6 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man in steamy room: medium-light skin tone                     # E5.0   [1] (🧖🏼‍♂️)
1F9D6 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman in steamy room: medium skin tone                         # E5.0   [1] (🧖🏽‍♀️)
1F9D6 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man in steamy room: medium skin tone                           # E5.0   [1] (🧖🏽‍♂️)
1F9D6 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman in steamy room: medium-dark skin tone                    # E5.0   [1] (🧖🏾‍♀️)
1F9D6 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man in steamy room: medium-dark skin tone                      # E5.0   [1] (🧖🏾‍♂️)
1F9D6 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman in steamy room: dark skin tone                           # E5.0   [1] (🧖🏿‍♀️)
1F9D6 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man in steamy room: dark skin tone                             # E5.0   [1] (🧖🏿‍♂️)
1F9D7 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman climbing                                                 # E5.0   [1] (🧗‍♀️)
1F9D7 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man climbing                                                   # E5.0   [1] (🧗‍♂️)
1F9D7 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman climbing: light skin tone                                # E5.0   [1] (🧗🏻‍♀️)
1F9D7 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man climbing: light skin tone                                  # E5.0   [1] (🧗🏻‍♂️)
1F9D7 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman climbing: medium-light skin tone                         # E5.0   [1] (🧗🏼‍♀️)
1F9D7 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man climbing: medium-light skin tone                           # E5.0   [1] (🧗🏼‍♂️)
1F9D7 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman climbing: medium skin tone                               # E5.0   [1] (🧗🏽‍♀️)
1F9D7 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man climbing: medium skin tone                                 # E5.0   [1] (🧗🏽‍♂️)
1F9D7 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman climbing: medium-dark skin tone                          # E5.0   [1] (🧗🏾‍♀️)
1F9D7 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man climbing: medium-dark skin tone                            # E5.0   [1] (🧗🏾‍♂️)
1F9D7 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman climbing: dark skin tone                                 # E5.0   [1] (🧗🏿‍♀️)
1F9D7 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man climbing: dark skin tone                                   # E5.0   [1] (🧗🏿‍♂️)
1F9D8 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman in lotus position                                        # E5.0   [1] (🧘‍♀️)
1F9D8 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man in lotus position                                          # E5.0   [1] (🧘‍♂️)
1F9D8 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman in lotus position: light skin tone                       # E5.0   [1] (🧘🏻‍♀️)
1F9D8 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man in lotus position: light skin tone                         # E5.0   [1] (🧘🏻‍♂️)
1F9D8 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman in lotus position: medium-light skin tone                # E5.0   [1] (🧘🏼‍♀️)
1F9D8 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man in lotus position: medium-light skin tone                  # E5.0   [1] (🧘🏼‍♂️)
1F9D8 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman in lotus position: medium skin tone                      # E5.0   [1] (🧘🏽‍♀️)
1F9D8 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man in lotus position: medium skin tone                        # E5.0   [1] (🧘🏽‍♂️)
1F9D8 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman in lotus position: medium-dark skin tone                 # E5.0   [1] (🧘🏾‍♀️)
1F9D8 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man in lotus position: medium-dark skin tone                   # E5.0   [1] (🧘🏾‍♂️)
1F9D8 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman in lotus position: dark skin tone                        # E5.0   [1] (🧘🏿‍♀️)
1F9D8 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man in lotus position: dark skin tone                          # E5.0   [1] (🧘🏿‍♂️)
1F9D9 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman mage                                                     # E5.0   [1] (🧙‍♀️)
1F9D9 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man mage                                                       # E5.0   [1] (🧙‍♂️)
1F9D9 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman mage: light skin tone                                    # E5.0   [1] (🧙🏻‍♀️)
1F9D9 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man mage: light skin tone                                      # E5.0   [1] (🧙🏻‍♂️)
1F9D9 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman mage: medium-light skin tone                             # E5.0   [1] (🧙🏼‍♀️)
1F9D9 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man mage: medium-light skin tone                               # E5.0   [1] (🧙🏼‍♂️)
1F9D9 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman mage: medium skin tone                                   # E5.0   [1] (🧙🏽‍♀️)
1F9D9 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man mage: medium skin tone                                     # E5.0   [1] (🧙🏽‍♂️)
1F9D9 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman mage: medium-dark skin tone                              # E5.0   [1] (🧙🏾‍♀️)
1F9D9 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man mage: medium-dark skin tone                                # E5.0   [1] (🧙🏾‍♂️)
1F9D9 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman mage: dark skin tone                                     # E5.0   [1] (🧙🏿‍♀️)
1F9D9 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man mage: dark skin tone                                       # E5.0   [1] (🧙🏿‍♂️)
1F9DA 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman fairy                                                    # E5.0   [1] (🧚‍♀️)
1F9DA 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man fairy                                                      # E5.0   [1] (🧚‍♂️)
1F9DA 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman fairy: light skin tone                                   # E5.0   [1] (🧚🏻‍♀️)
1F9DA 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man fairy: light skin tone                                     # E5.0   [1] (🧚🏻‍♂️)
1F9DA 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman fairy: medium-light skin tone                            # E5.0   [1] (🧚🏼‍♀️)
1F9DA 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man fairy: medium-light skin tone                              # E5.0   [1] (🧚🏼‍♂️)
1F9DA 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman fairy: medium skin tone                                  # E5.0   [1] (🧚🏽‍♀️)
1F9DA 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man fairy: medium skin tone                                    # E5.0   [1] (🧚🏽‍♂️)
1F9DA 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman fairy: medium-dark skin tone                             # E5.0   [1] (🧚🏾‍♀️)
1F9DA 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man fairy: medium-dark skin tone                               # E5.0   [1] (🧚🏾‍♂️)
1F9DA 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman fairy: dark skin tone                                    # E5.0   [1] (🧚🏿‍♀️)
1F9DA 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man fairy: dark skin tone                                      # E5.0   [1] (🧚🏿‍♂️)
1F9DB 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman vampire                                                  # E5.0   [1] (🧛‍♀️)
1F9DB 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man vampire                                                    # E5.0   [1] (🧛‍♂️)
1F9DB 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman vampire: light skin tone                                 # E5.0   [1] (🧛🏻‍♀️)
1F9DB 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man vampire: light skin tone                                   # E5.0   [1] (🧛🏻‍♂️)
1F9DB 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman vampire: medium-light skin tone                          # E5.0   [1] (🧛🏼‍♀️)
1F9DB 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man vampire: medium-light skin tone                            # E5.0   [1] (🧛🏼‍♂️)
1F9DB 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman vampire: medium skin tone                                # E5.0   [1] (🧛🏽‍♀️)
1F9DB 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man vampire: medium skin tone                                  # E5.0   [1] (🧛🏽‍♂️)
1F9DB 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman vampire: medium-dark skin tone                           # E5.0   [1] (🧛🏾‍♀️)
1F9DB 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man vampire: medium-dark skin tone                             # E5.0   [1] (🧛🏾‍♂️)
1F9DB 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman vampire: dark skin tone                                  # E5.0   [1] (🧛🏿‍♀️)
1F9DB 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man vampire: dark skin tone                                    # E5.0   [1] (🧛🏿‍♂️)
1F9DC 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; mermaid                                                        # E5.0   [1] (🧜‍♀️)
1F9DC 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; merman                                                         # E5.0   [1] (🧜‍♂️)
1F9DC 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; mermaid: light skin tone                                       # E5.0   [1] (🧜🏻‍♀️)
1F9DC 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; merman: light skin tone                                        # E5.0   [1] (🧜🏻‍♂️)
1F9DC 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; mermaid: medium-light skin tone                                # E5.0   [1] (🧜🏼‍♀️)
1F9DC 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; merman: medium-light skin tone                                 # E5.0   [1] (🧜🏼‍♂️)
1F9DC 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; mermaid: medium skin tone                                      # E5.0   [1] (🧜🏽‍♀️)
